Weight	Word_1	Part_1	Word_2	Part_2	Text_constants_front	Text_constants_back
100	Gibt es gesetzliche Vorschriften zur Buchführung und Aufbewahrung von Unterlagen und für wen gelten sie?	Gewerbeordnung	Ja. Für denn Gewerbetreibenden zur unverzüglichen Aufzeichnung und übersichtlichen Sammlung in deutscher Sprache.;Bewachungsverträge;Dokumente die sich aus Verpflichtungen aus der BewachV (§14 & §16 & §17 & §18 & §20) und ggf. §28 Waffengesetz ergeben.;Grundsätzlich zum Schluss des dritten auf den Zeitpunkt der Entstehung folgenden Kalenderjahres in den Geschäftsräumen.	Gewerbeordnung	40,16,6	28,27,13
100	Welche Bedeutung hat das Grundrecht auf Unverletzlichkeit der Wohnung für ein Unternehmen?	Öffentliche Recht	Der Art. 13 GG schützt auch Arbeits- und Betriebs- sowie Geschäftsräume. Eine Durchsuchung kann nur auf richterliche Anordnung erfolgen bzw. durch die Polizei bei Gefahr im Verzuge.	Öffentliche Recht	40,17,5	40,19,9
100	Welche Bedeutung hat die Unterscheidung zwischen Privatrecht und öffentlichem Recht für ein Sicherheitsunternehmen?	Öffentliche Recht	Das SMA hat nur die Jedermannsrechte zur Aufgabenerfüllung und keine Befugnisse aus dem öffentlichen Recht (Hoheitliche Befugnisse)	Öffentliche Recht	40,22,5	40,21,6
100	Was verstehen Sie unter dem Gleichheitsgrundsatz nach Art. 3 GG?	Öffentliche Recht	Alle Menschen sind vor dem Gesetz gleich. Männer und Frauen sind gleichberechtigt. Niemand darf wegen seines Geschlechtes & seiner Abstammung & seiner Rasse (seiner Sprache & seiner Heimat & Herkunft & seines Glaubens & seiner religiösen oder politischen Anschauungen) benachteiligt oder bevorzugt werden. Niemand darf wegen seiner Behinderung benachteiligt werden.	Öffentliche Recht	40,20,3	31,29,12
100	Was verstehen Sie unter dem staatlichen Gewaltmonopol?	Öffentliche Recht	Grundsätzlich darf nur der Staat zur Erfüllung seiner Aufgaben (Aufrechterhaltung der öffentlichen Sicherheit und Ordnung) Gewalt anwenden.	Öffentliche Recht	40,17,3	40,19,7
100	Das Gewaltmonopol des Staates ist unteilbar. Bedeutet dies dass das Bewachungspersonal einem Gewaltverbot unterliegt?	Öffentliche Recht	Nein. Im Rahmen der Jedermannsrechte darf in Ausnahmesituationen auch Gewalt zur Abwehr von Angriffen auf Rechtsgüter eingesetzt werden.	Öffentliche Recht	40,18,6	40,18,7
100	Staatliche Maßnahmen können zu einer Grundrechtsverletzung führen. Welche Gründe hat hier der Gesetzgeber festgelegt?	Öffentliche Recht	auf Grund eines Gesetzes;bei Gefahr im Verzuge;bei überwiegendem öffentlichen Interesse	Öffentliche Recht	40,18,6	40,21,4
100	Benennen Sie grundsätzliche Unterschiede zwischen Privatrecht und öffentlichem Recht.	Öffentliche Recht	Das Privatrecht regelt die Rechtsbeziehungen der Bürger untereinander (Koordinationsprinzip);Das öffentliche Recht regelt die Rechtsbeziehungen zwischen Bürger und Staat (Subordinationsprinzip).	Öffentliche Recht	40,16,5	40,20,9
100	Nennen Sie die rechtlichen Befugnisse und Pflichten für das Bewachungsgewerbe ergeben.	Öffentliche Recht	Die Befugnisse aus den Jedermannsrechte den vertraglich übertragenen Selbsthilferechten und aus gesetzlicher Übertragung;Pflichten aus dem Dienstvertrag zwischen Auftraggeber und Auftragnehmer (dem Arbeitsvertrag) der Dienstanweisung und Mitwirkungspflicht bei der Unfallverhütung	Öffentliche Recht	40,16,5	34,22,12
100	"Was bedeutet der Artikel 1 GG ""die würde des Menschen ist unantastbar""?"	Öffentliche Recht	"Die Menschenwürde kann niemals eingeschränkt werden. Der Staat muss alles tun um die Würde zu schützen. Bindung der Staatlichen Gewalten an die Grundrechte. (Legislative & Exekutive & Judikative) - Dieser Artikel steht in der ""Ewigkeitsklausel Art.79b GG"" und kann weder eingeschränkt noch verändert werden."	Öffentliche Recht	40,17,4	34,27,11
100	"Was sagt der Artikel 2 GG ""Freie Entfaltung der Persönlichkeit""?"	Öffentliche Recht	Das Recht findet seine Grenzen dort wo das Recht andere verletzt wird oder gegen ein Gesetzt verstoßen wird. Jeder hat das Recht auf Leben körperliche Unversehrtheit Die Freiheit der Person ist unverletzlich. In diese Recht darf nur auf Grund eines Gesetzes eingegriffen werden (z.B.: Haft oder Festnahme).	Öffentliche Recht	40,20,3	34,26,11
100	"Was sagt der Artikel 5 GG ""freie Meinungsäußerung""?"	Öffentliche Recht	Pressefreiheit! Jeder hat das Recht seine Meinung in jeglicher Form zu äußern zu verbreiten.Das Recht wird beschränkt durch Gesetze und Jugendschutz und persönliche Ehre.	Öffentliche Recht	40,16,3	40,20,8
100	"Was sagt der Artikel 10 GG ""Briefgeheimnis"" aus?"	Öffentliche Recht	Brief- & Post- & Fernmeldegeheimnis sind unverletzlich Beschränkungen nur auf Grund eines Gesetzes.	Öffentliche Recht	40,23,2	40,19,5
100	"Was sagt der Artikel 12 GG ""Freie Berufswahl"" aus?"	Öffentliche Recht	Bürgerrecht	Öffentliche Recht	40,24,2	40,11,1
100	"Was sagt der Artikel 13 GG ""Unverletzlichkeit der Wohnung"" aus?"	Öffentliche Recht	Die Wohnung ist besonders geschützt. Durchsuchung und ähnliches nur bei Richterlichen Beschluss oder Gefahr im Verzug. Abhören und Überwachen nur bei Richterlicher Anordnung zur Abwehr von Terror & Organisierte Kriminalität usw.	Öffentliche Recht	40,20,3	39,21,10
100	"Was sagt der Artikel 19 GG "" Grundrechte"" aus?"	Öffentliche Recht	Gesetze müssen allgemein sein. Grundrechte dürfen in ihrem Wesen nicht geändert werden. Grundrechte gelten auch für juristische Personen (Firmen). Anspruch auf Gehör vor Gericht bei Grundrechtsverletzung durch den Staat.	Öffentliche Recht	40,22,2	40,21,10
100	"Was sagt der Artikel 14 GG ""Eigentum wird gewährleistet"" aus?"	Öffentliche Recht	Eigentum und Erbrecht werden gewährleistet. Inhalt und Schranken werden durch Gesetze bestimmt (z.B. BGB).	Öffentliche Recht	40,19,3	40,20,5
100	"Was sagt der Artikel 104 GG ""Rechtsgarantie bei Freiheitsentzug"" aus?"	Öffentliche Recht	Freiheitsentzug (Haft) nur auf Grund eines förmlichen Gesetzes. Festgenommen Personen dürfen nicht seelisch oder körperlich misshandelt werden. Nur Richter entscheiden über die Fortdauer des Freiheitsentzugs sonnst bis zum Ende des nächsten Tages. Angehörige müssen informiert werden.	Öffentliche Recht	40,22,3	34,24,11
100	Schützt das Strafrecht nur den Staat oder auch den Einzelnen/Bürger bzw. auch vor Übergriffen von Privatpersonen/Bürgern?	Öffentliche Recht	Das Strafrecht schützt sowohl den Staat (z. B. durch Regelungen gegen Landesverrat) als auch den Einzelnen/Bürger vor Übergriffen durch Privatpersonen (z. B. Körperverletzung, Diebstahl).	Öffentliche Recht	40,23,5	40,19,9
100	Wie heißen die drei Säulen der Sicherheitstechnik?	Sicherheitstechnik	mechanischer Grundschutz;elektronische Überwachungseinrichtungen;Organisation der Alarmverfolgung und Risikomanagement	Sicherheitstechnik	40,24,2	38,18,6
100	Welche Arten des mechanischen Grundschutzes kennen Sie?	Sicherheitstechnik	Zaun;Tor;Schranken;Vergitterungen;Türen;Rollläden;Fenster;Schließanlagen;Personenvereinzelungsanlagen;Wertbehältnisse;Tresorräume	Sicherheitstechnik	40,13,4	34,10,11
100	welche Möglichkeiten der elektronischen Überwachung kennen Sie?	Sicherheitstechnik	EMA;ÜMA;BMA;ZKS;Videoüberwachung;Kommunikationsmittel;WKS;Personennotrufanlagen	Sicherheitstechnik	40,20,3	40,9,8
100	Welche Bestandteile gehören zur Organisation der Alarmverfolgung?	Sicherheitstechnik	Vorschriften; Flucht-/ Rettungspläne;Dienst-Kfz;Diensthund;Dienstkleidung;Handlampe;Notwehrmittel;Arbeitsschutzmittel	Sicherheitstechnik	40,21,3	40,13,8
100	Was ist unter dem Widerstandszeitwert zu verstehen?	Sicherheitstechnik	Der Widerstandszeitwert ist die Zeiteinheit die ein geübter Fachmann (geübter Täter) mit typischen Werkzeugen und entsprechender Energie vom Beginn des Angriffs bis zur erfolgreichen Überwindung benötigt.	Sicherheitstechnik	40,16,3	40,21,9
100	Welche Kenngrößen bestimmen den Widerstandszeitwert?	Sicherheitstechnik	Verwendetes Material;Aufwendigkeit der Konstruktion;Tätervorgehen (planerische Sicherheit & Fachwissen & Handhabungssicherheit); Zeitpunkt der Erkennung und Meldung des Angriffs an die Hilfe leistende Stelle;Handlungssicherheit bei der Organisation der Alarmverfolgung	Sicherheitstechnik	40,16,3	34,23,11
100	Welche Überwindungsmöglichkeiten sollen Zaunanlagen verhindern?	Sicherheitstechnik	Durchbrechen & Durchtrennen;Übersteigen;Untergraben / Unterkriechen;Durchreichen von Gegenständen	Sicherheitstechnik	40,6,10	40,13,7
100	Welche Zaunarten kennen Sie?	Sicherheitstechnik	Maschendrahtzaun;Drahtgitterzaun;Stahlgitterzaun;Stahlprofilzaun;Streckmetallzaun	Sicherheitstechnik	40,13,2	40,15,5
100	Welche automatischen Türsysteme oder Personenvereinzelungsanlagen kennen Sie?	Sicherheitstechnik	Drehsperren;Schwenktüren;hohe und halbhohe Drehkreuzanlagen;Portaldrehkreuze;Portaldrehkreuze mit integrierter Flügel- oder Fahrradtür;Drehtüren;Personenschleusen	Sicherheitstechnik	34,18,4	40,15,10
100	Was können Schwachpunkte einer Tür innerhalb ihrer Baueinheit sein?	Sicherheitstechnik	Türrahmen & Zargen mit Schließblech;Türblatt;Schloss & Verschlusseinrichtungen;Sicherheitstürbeschlag;Türbänder	Sicherheitstechnik	40,16,4	40,15,7
100	Was können Schwachpunkte eines Fensters innerhalb seiner Baueinheit sein?	Sicherheitstechnik	Rahmenfries;Flügelfries;Bänder;Verglasung;Fenstersims;Verschlusseinrichtung	Sicherheitstechnik	40,17,4	40,11,6
100	Welche Schlossarten oder Verschlusseinrichtungen kennen Sie?	Sicherheitstechnik	Schließzylinder (rund / oval / profil);Buntbartschloss;Zuhaltungsschloss;Zahlenkombinationsschloss;Mechatronik-Schlosssysteme	Sicherheitstechnik	40,19,3	37,20,6
100	Wie werden Schließanlagen nach ihrer Funktionalität unterschieden?	Sicherheitstechnik	Zentralschließanlage;Hauptschlüsselanlage;Generalhauptschlüsselanlage;kombinierte HauptschlüsselZentralschlossanlage;Zentralschlossanlage mit Gruppenfunktion	Sicherheitstechnik	40,15,4	37,21,7
100	Welche Arten von Wertbehältnissen kennen Sie?	Sicherheitstechnik	Schlüsseltresore;Wand- & Bodentresore;Möbeleinsatztresore;Möbeltresore;Sicherheitsschränke;feuersichere Dokumentenschränke;Datensicherungsschränke;Wertschutzräume;Wertschutzschränke	Sicherheitstechnik	40,14,3	40,17,10
100	Welche Aufgaben hat ein Zutrittskontrollsystem?	Sicherheitstechnik	Überwachung und Steuerung der Personalbewegung & Identifizierung von Personen oder Feststellen der Berechtigung oder Auslösung von Alarmen bei Normabweichungen	Sicherheitstechnik	40,23,2	40,19,8
100	Aus welchen Bestandteilen besteht ein Zutrittskontrollsystem?	Sicherheitstechnik	Drehtür & Drehsperre & Drehschleuse & Zentraleinheit mit Datenspeicher & akustischer Alarmgeber & Bildschirm mit Eingabetastatur (Bedienkonsole) & Protokolldrucker & Ausweisleser & codierbare Ausweise	Sicherheitstechnik	40,19,3	38,19,10
100	Welche grundsätzlichen Aufgaben erfüllen Gefahrenmeldeanlagen?	Sicherheitstechnik	Gefahrenmeldeanlagen (GMA) sind Fernmeldeanlagen. Sie erkennen und melden Gefahren für Leben;Gesundheit und Sachwerte und geben Statusmeldungen ab.	Sicherheitstechnik	40,20,3	40,17,8
100	Welche Arten von Gefahrenmeldeanlagen kennen Sie?	Sicherheitstechnik	Einbruchmeldeanlage (EMA);Überfallmeldeanlage (ÜMA);Brandmeldeanlage (BMA);Störmeldeanlage und -einrichtungen	Sicherheitstechnik	40,15,3	40,17,6
100	Welche Aufgaben erfüllt eine Einbruchmeldeanlage (EMA)?	Sicherheitstechnik	Die Einbruchmeldeanlage (EMA) überwacht Flächen und Räume gegen unbefugtes Eindringen und Gegenstände gegen unbefugte Wegnahme.	Sicherheitstechnik	40,17,3	40,20,6
100	Welche Aufgabe erfüllt eine Überfallmeldeanlage (ÜMA)?	Sicherheitstechnik	Die Überfallmeldeanlage (ÜMA) dient dem direkten Hilferuf durch Personen bei Gefahr für Leben und Gesundheit und ist nicht abschaltbar. Die Auslösung alarmiert mit einem stillen Alarm sofort die Polizei.	Sicherheitstechnik	40,17,3	40,21,9
100	Wozu dient eine Brandmeldeanlage (BMA)?	Sicherheitstechnik	Die Brandmeldeanlage (BMA) ermöglicht einen Hilferuf manuell oder automatisch bei Branderkennung zur Feuerwehr.	Sicherheitstechnik	40,19,2	40,17,6
100	Wozu dient eine Störmeldeanlage / Störmeldeeinrichtung?	Sicherheitstechnik	Die Störmeldeanlage / -einrichtung überwacht technische Prozesse und Abläufe und meldet Unregelmäßigkeiten.	Sicherheitstechnik	40,17,3	40,20,5
100	Aus welchen Komponenten besteht eine Einbruchmeldeanlage (EMA)?	Sicherheitstechnik	Meldezentrale;Meldelinien / -gruppen;Sensoren (Melder);Scharfschalteinrichtung;Stromversorgung;Notstromakku;Ereignisnachweis;Signalgeber optisch / akustisch;fernmeldetechnischer Übertragungsweg	Sicherheitstechnik	40,15,4	37,16,11
100	Nennen Sie Melder einer Überfallmeldeanlage (ÜMA)?	Sicherheitstechnik	Notruftaster / Notrufdrücker;Geldscheinmelder;Tretleiste;Codiereinrichtungen	Sicherheitstechnik	40,16,3	40,14,5
100	Aus welchen Komponenten besteht eine Brandmeldeanlage (BMA)?	Sicherheitstechnik	Meldezentrale;Meldelinien / -gruppen;(Rauch- / Flammen- / Wärme- / Manuelle Melder);Stromversorgung;Notstromakku;Ereignisnachweis;Signalgeber optisch / akustisch;fernmeldetechnischer Übertragungsweg	Sicherheitstechnik	40,19,3	37,17,11
100	Welche Arten von Rauchmelder werden in der Brandmeldeanlage eingesetzt?	Sicherheitstechnik	Ionisationsmelder;Durchlichtmelder;Streulichtlichtmelder;Brandgasmelder;Multisensormelder	Sicherheitstechnik	40,17,4	40,17,5
100	Welche Arten von Flammenmelder werden in der Brandmeldeanlage eingesetzt?	Sicherheitstechnik	Infrarotflammenmelder;Ultraviolettflammenmelder;IR-Funkenmelder für Rohrleitungen	Sicherheitstechnik	40,17,4	40,19,4
100	Welche Arten von Wärmemelder werden in der Brandmeldeanlage eingesetzt?	Sicherheitstechnik	Wärmemaximalmelder & Wärmedifferenzialmelder	Sicherheitstechnik	40,17,4	40,21,2
100	In welchen Bereichen kommen Störmeldemeldeanlagen zum Einsatz?	Sicherheitstechnik	Heizungsanlagen;Belüftungseinrichtungen;elektronische Anlagen;Dauerversuche;Bereiche mit Leckagerisiken und Flüssigkeitsstandsmessung (Löschwasser).	Sicherheitstechnik	40,14,4	39,17,8
100	Aus welchen Bestandteilen besteht eine Feststellanlage?	Sicherheitstechnik	Eine Feststellanlage besteht aus mindestens einem Brandmelder;einer Auslösevorrichtung;einer Feststellvorrichtung;einer Energieversorgung und einer Handauslösung.	Sicherheitstechnik	40,17,3	40,22,7
100	Welche Aufgabe haben Feuerschutzabschlüsse?	Sicherheitstechnik	Feuerschutzabschlüsse haben die Aufgabe im geschlossenen Zustand die Ausbreitung von Feuer und Rauch über einen definierten Zeitraum zu verhindern.	Sicherheitstechnik	40,21,2	40,20,7
100	Welche Aufgabe haben Sprachalarmierungs- und Evakuierungsanlagen?	Sicherheitstechnik	Über die Lautsprecher können vorbereitete oder situationsabhängige Texte als Warnung oder Handlungsanweisung im Objekt verbreitet werden. Bei Gefahr ist eine unverzügliche und wirksame Einleitung einer vollständigen oder teilweisen Räumung des Gebäudes möglich.	Sicherheitstechnik	40,21,3	37,22,11
100	Aus welchen Bestandteilen besteht eine Sprachalarmierungs- und Evakuierungsanlage?	Sicherheitstechnik	Eine Sprachalarmanlage besteht mindestens aus einer Sprechstelle;einer Verstärkeranlage mit einer Notstromversorgung;dem Leitungsnetz und den verschiedenen Lautsprechern.	Sicherheitstechnik	40,19,4	40,20,8
100	Welches sind die wichtigsten automatischen Löschanlagen?	Sicherheitstechnik	Sprinkleranlage;CO2-Feuerlöschanlage;Inergen-Löschanlage	Sicherheitstechnik	40,18,3	40,18,3
100	Welche drahtgebundenen Kommunikationsmittel kennen Sie?	Sicherheitstechnik	Telefone;Faxgeräte;Gegen- / Wechselsprechanlagen;Beschallungsanlagen;VideoBildübertragungsanlagen;Datenaustausch über Online-Netze.	Sicherheitstechnik	40,17,3	35,15,8
100	Welche drahtlosen Kommunikationsmittel kennen Sie?	Sicherheitstechnik	Betriebsfunk;Bündelfunk;Mobilfunk Netze;Europäischer Funkdienst (Eurosignal);Cityruf;Personenrufanlagen.	Sicherheitstechnik	40,16,3	40,14,7
100	Wobei kann eine Videoüberwachungsanlage unterstützend eingesetzt werden?	Sicherheitstechnik	Über eine Videoüberwachungsanlage kann in Kombination mit einer GMA das gezielte Zuschalten eines Bildaufnahmegerätes im Ereignisbereich automatisch erfolgen. Dieses kann zur Dokumentation und Detailauswertung genutzt werden.	Sicherheitstechnik	40,17,4	37,19,11
100	Welche Teilbereiche unterscheidet man in der Videoüberwachungsanlage?	Sicherheitstechnik	Die Teilbereiche sind Bildaufnahme;Bildübertragung;Bildwiedergabe;Bildaufzeichnung;Bildauswertung;Bildverteilung.	Sicherheitstechnik	40,7,10	40,15,7
100	Wozu dienen Wächterkontrollanlagen?	Sicherheitstechnik	Die Wächterkontrollanlagen dienen zum Nachweis der durchgeführten Leistungen.	Sicherheitstechnik	40,17,2	40,14,5
100	Welches sind die bekanntesten Wächterkontrollanlagen?	Sicherheitstechnik	mechanische Stechuhr;elektronische Stechuhr;Funkstechuhr;drahtgebundene Kontrollmeldungen	Sicherheitstechnik	40,17,3	40,17,5
100	Welche Aufgaben hat eine Notruf- und Serviceleitstelle?	Sicherheitstechnik	In der Notruf- und Serviceleitstelle wird vorrangig die Alarmverfolgung mit technischer Unterstützung organisiert. Außerdem ist sie Ansprechpartner für Kunden und Mitarbeiter außerhalb der allgemeinen Geschäftszeit.	Sicherheitstechnik	40,17,3	40,20,10
100	Wie sind die Aufgaben der Notruf- und Serviceleitstelle strukturiert?	Sicherheitstechnik	Ereigniserfassung;Informationsbereitstellung;Nachrichtenabwicklung;Dokumentation	Sicherheitstechnik	40,16,4	40,19,4
100	Was bedeutet Interventionszeit?	Sicherheitstechnik	Die Interventionszeit ist genau der Zeitraum den die Intenventionskraft vom Alarmsignalempfang in der NSL bis zum Eintreffen am Alarmobjekt und der ersten Abwehrhandlung benötigt.	Sicherheitstechnik	40,15,2	40,21,8
100	Nennen Sie die 4 Widerstandsklassen der Verglasung?	Sicherheitstechnik	durchwurfhemmend;durchbruchhemmend;durchschusshemmend;Sprengwirkungshemmend	Sicherheitstechnik	40,16,3	40,18,4
100	Nennen Sie Zusatzsicherung für Verglasung?	Sicherheitstechnik	Splitterschutzfolien;Splitterschutzvorhänge	Sicherheitstechnik	40,13,3	40,21,2
100	Gegen was müssen Rollläden gesichert werden?	Sicherheitstechnik	gegen Herausziehen aus der Führungsschiene;gegen Hochschieben des Rollladens;gegen Herausschneiden von Lamellen und Lamellenteilen	Sicherheitstechnik	40,14,3	40,17,7
100	Wie sehen Verbotszeichen aus?	Sicherheitstechnik	Rund;Rand und Querbalken rot auf weißem Grund.	Sicherheitstechnik	40,14,2	40,14,3
100	Wie sehen Warnzeichen aus?	Sicherheitstechnik	Dreieckig mit Rand und Bildzeichen schwarz auf gelbem Grund.	Sicherheitstechnik	40,12,2	40,19,3
100	Wie sehen Gebots- und Hinweiszeichen aus?	Sicherheitstechnik	Rund mit Rand und Bildzeichen weiß auf blauem Grund	Sicherheitstechnik	40,20,2	40,16,3
100	Wie sehen Rettungszeichen aus?	Sicherheitstechnik	Viereckig mit Rand und Bildzeichen weiß auf grünem Grund.	Sicherheitstechnik	40,14,2	40,18,3
100	Wie sehen Brandschutzzeichen aus?	Sicherheitstechnik	Viereckig mit Bildzeichen weiß auf rotem Grund.	Sicherheitstechnik	40,16,2	40,23,2
100	Welche Voraussetzungen müssen gegeben sein damit ein Brand entsteht?	Sicherheitstechnik	Brandstoff mit Sauerstoff bilden ein zündfähiges Gemisch;Zündfähiges Gemisch mit Zündquellen erzeugen Brand	Sicherheitstechnik	40,22,3	40,17,6
100	Nennen Sie die Schlüsselarten (Schlüsselhierarchie)?	Sicherheitstechnik	Generalhauptschlüssel = GHS;Hauptgruppenschlüssel = HGS;Obergruppenschlüssel = GS;Untergruppenschlüssel = UGS;Einzelschlüssel = ES	Sicherheitstechnik	40,16,3	40,13,9
100	Wozu dienen Feuerhemmende Tür und benennen Sie in welche zwei Merkmale unterteilt sind?	Sicherheitstechnik	Dienen im Regelfall als Feuerschutz Abschluss.Sie sind unterteilt nach folgenden Merkmalen:;Feuerbeständig;Feuerhemmend	Sicherheitstechnik	40,16,5	40,16,7
100	Was ist die Brandklasse D?	Sicherheitstechnik	brennbare Metalle: Aluminium oder Magnesium oder Kalium oder Lithium	Sicherheitstechnik	40,12,2	40,16,4
100	Nennen sie Löschmittel für die Brandklasse D?	Sicherheitstechnik	Metallbrandpulver oder Trockener Sand oder Gussspäne	Sicherheitstechnik	40,22,2	40,16,3
100	Was ist die Brandklasse C ?	Sicherheitstechnik	brennbare gasförmige Stoffe: Acetylen & Butan & Methan & Wasserstoff & Erd- & Stadtgas	Sicherheitstechnik	40,13,2	40,20,4
100	Nennen sie Löschmittel für die Brandklasse C?	Sicherheitstechnik	ABC-Pulver oder CO2 oder Inergen	Sicherheitstechnik	40,22,2	40,15,2
100	Was ist die Brandklasse B ?	Sicherheitstechnik	brennbare Flüssigkeiten und flüssig erdende Stoffe: Benzin & Fett & Lack & Öl & Teer	Sicherheitstechnik	40,13,2	40,20,4
100	Nennen sie Löschmittel für die Brandklasse B?	Sicherheitstechnik	Schaum & ABC-Pulver & CO2	Sicherheitstechnik	40,22,2	40,12,2
100	Was ist die Brandklasse A?	Sicherheitstechnik	brennbare feste organische Stoffe die unter Glutbildung verbrennen: Holz;Kohle;Papier;Stroh	Sicherheitstechnik	40,12,2	40,12,7
100	Nennen sie Löschmittel für die Brandklasse A?	Sicherheitstechnik	Wasser oder Schaum o0der ABC-Pulver	Sicherheitstechnik	40,22,2	40,17,2
100	Was ist die Brandklasse F?	Sicherheitstechnik	Brände von Speiseölen/-fetten in Frittier- und Fettbackgeräten und anderen Kücheneinrichtungen und -geräten.	Sicherheitstechnik	40,26,1	40,14,7
100	Nennen sie Löschmittel für die Brandklasse F?	Sicherheitstechnik	Speziallöschmittel für Fette (meist ein Löschschaum)	Sicherheitstechnik	40,22,2	40,16,3
100	Rechtsgüter in Deutschland	Begriffe	1) Das Leben bzw. das höchste Rechtsgut;2) Körperliche Unversehrtheit und Gesundheit;3) Freiheit;4) Ehre;5) Eigentum und Besitz;6) Vermögen;7) Sachen und Tiere (juristisch als Sachen behandelt aber durch eigene Gesetze geschützt)	Begriffe	40,12,2	34,18,12
100	Weitere Rechte (abgeleitet von Rechtsgütern)	Begriffe	a) Recht auf die persönliche Lebenssphäre/Privatsphäre (Teil des Allgemeinen Persönlichkeitsrechts);b) Selbstbestimmungsrecht (z.B. medizinische Behandlung);c) Recht am eigenen Bild;d) Recht am eigenen Wort (Gesprochenes/Geschriebenes);e) Allgemeines Persönlichkeitsrecht (APR) (Auffangtatbestand für nicht speziell geschützte Bereiche der Persönlichkeit)	Begriffe	40,21,2	30,28,12
100	Unerlaubte Handlung (abgeleitet von § 823 BGB Schadensersatzpflicht)	Begriff	Sie liegt vor wenn eine Person (Schädiger) durch ein rechtswidriges und schuldhaftes Verhalten (Vorsatz oder Fahrlässigkeit) eines der in § 823 Abs. 1 BGB genannten Rechtsgüter (z.B. Leben oder Körper oder Eigentum) oder ein Schutzgesetz (gem. § 823 Abs. 2 BGB) verletzt und dadurch einem anderen einen Schaden zufügt. Sie begründet eine Schadensersatzpflicht.	Begriff	40,22,3	31,29,12
100	Welche Schaden-Arten gibt es?	Begriffe	1) Personenschaden (Verletzung von Körper/Gesundheit/Leben. Es umfasst Heilungskosten und Schmerzensgeld);2) Sachschaden (Beschädigung oder Zerstörung von Sachen oder Tieren. Es umfasst Reparatur- und Ersatzkosten);3) Vermögensschaden (reine finanzielle Einbußen. Diese sind nicht Folge eines Personen- oder Sachschadens);4) Immaterieller Schaden (Schmerzensgeld für Nichtvermögensschäden)	Begriffe	40,14,2	28,26,14
100	Verbotene Eigenmacht	Begriff	Liegt vor wenn der Besitz (die tatsächliche Herrschaft über eine Sache) ohne den Willen des Besitzers entzogen oder gestört wird sofern das Gesetz diese Entziehung oder Störung nicht gestattet. Dies führt zu Besitzschutzansprüchen gemäß § 858 BGB und den folgenden Paragraphen.	Begriff	40,20,1	37,24,11
100	Formen der Verbotenen Eigenmacht	Begriffe	1) Besitzstörung (Beeinträchtigung des Besitzes z.B. Lärm oder Blockieren der Zufahrt);2) Besitzentziehung (vollständige Wegnahme des Besitzes z.B. Diebstahl oder Vorenthaltung nach Ablauf der Mietzeit)	Begriffe	40,15,2	40,21,9
100	Art. 1 GG Schütz der Menschenwürde	Grundgesetzbuch	1) Die Würde des Menschen ist unantastbar. Sie zu achten und zu schützen ist Verpflichtung aller staatlichen Gewalt;2) Das Deutsche Volk bekennt sich darum zu unverletzlichen und unveräußerlichen Menschenrechten als Grundlage jeder menschlichen Gemeinschaft des Friedens und der Gerechtigkeit in der Welt;3) Die nachfolgenden Grundrechte binden Gesetzgebung  vollziehende Gewalt und Rechtsprechung als unmittelbar geltendes Recht.	Grundgesetzbuch	40,16,2	28,29,14
100	Art. 2 GG Schutz der Persönlichkeit	Grundgesetzbuch	1) Jeder hat das Recht auf die freie Entfaltung seiner Persönlichkeit,  soweit er nicht die Rechte anderer verletzt und nicht gegen die verfassungsmäßige Ordnung oder das Sittengesetz verstößt;2) Jeder hat das Recht auf Leben und (höhste Recht),  körperliche und geistliche Unversehrtheit sowie Freiheit. In diese Rechte darf nur auf Grund eines Gesetzes eingegriffen werden.	Grundgesetzbuch	40,17,2	31,30,12
100	Art. 3 GG Gleichheitsgrundsatz	Grundgesetzbuch	1) Alle Menschen sind vor dem Gesetz gleich;2) Männer und Frauen sind vom Gesetz gleichberechtigt;3) Niemand darf wegen seines Geschlechtes, seiner Abstammung, seiner Rasse, seiner Sprache, seiner Heimat und Herkunft, seines Glaubens,  seiner religiösen oder politischen Anschauungen benachteiligt oder bevorzugt werden. Niemand darf wegen seiner Behinderung benachteiligt werden.	Grundgesetzbuch	40,14,2	30,28,13
100	Art. 5 GG Meinungsfreiheit	Grundgesetzbuch	1) Jeder hat das Recht seine Meinung in Wort, Schrift und Bild frei zu äußern und zu verbreiten und sich aus allgemein zugänglichen Quellen ungehindert zu unterrichten;2) Die Meinungsfreiheit darf auf keinem Fall gegen Verfassung und Menschen sein oder diese verletzen;3) Kunst und Wissenschaft, Forschung und Lehre sind frei.	Grundgesetzbuch	40,26,1	34,26,12
100	Art. 8 GG Versammlungsfreiheit	Grundgesetzbuch	"Es is ein ""Schranken-Gesetz"" auf Grund der erhöhten Sicherheitsbedürfnisse von Versammlungen unter freien Himmel.;1) Alle Deutschen haben das Recht sich ohne Anmeldung oder Erlaubnis friedlich und ohne Waffen zu versammeln.;2) Für Versammlungen unter freiem Himmel kann dieses Recht durch Gesetz oder auf Grund eines Gesetzes beschränkt werden."	Grundgesetzbuch	40,14,2	30,25,13
100	Art. 10 GG Geheimnis von Post/Briefe/Fernmelde	Grundgesetzbuch	1) Das Briefgeheimnis sowie das Post- und Fernmeldegeheimnis sind unverletzlich.;2) Beschränkungen dürfen nur auf Grund eines Gesetzes angeordnet werden.	Grundgesetzbuch	40,22,2	40,18,8
